empid,promoted,training,manager,raise,salary,children,mstatus,age,sex,edu,vacation,weight,height,hrfriend,cxofriend,insurance,flexspend,retcont,race,disthome,testscore
8060,Yes,Yes,No,No,Under $20k,1,single,46,Male,8,11,190.69,61.25,No,No,Other,Yes,No,black,30,54.5
8063,Yes,No,Yes,No,> $80k,4,married,37,Male,16,11,242.21,65.08,Yes,No,Covered,Yes,No,white,34,79
8065,No,Yes,No,Yes,$20-$40k,1,single,54,Female,14,8,130.86,73.39,No,Yes,Covered,No,No,white,19,48.5
8066,No,No,No,Yes,Under $20k,0,single,50,Female,9,9,122.54,59.77,No,Yes,Medicaid,No,No,black,37,82
8071,No,Yes,No,No,Under $20k,0,single,48,Female,12,11,151.84,58.26,No,No,Medicaid,No,No,white,27,17
8072,Yes,Yes,No,No,$20-$40k,2,single,60,Female,16,10,154.4,65.73,No,Yes,Covered & Medicaid,Yes,No,white,11,58
8073,Yes,No,No,Yes,Under $20k,1,single,35,Male,9,10,173.75,77.13,No,No,Medicaid,No,No,white,14,70.5
8074,Yes,No,No,No,Under $20k,1,single,44,Female,11,7,134.4,59.01,Yes,No,Covered,Yes,No,white,28,82
8075,Yes,No,No,Yes,Under $20k,1,single,30,Male,11,10,157.49,57.04,No,No,Medicaid,No,No,white,16,61
8077,Yes,No,No,No,Under $20k,2,divorced,59,Male,7,11,182.27,65.88,Yes,Yes,Medicaid,Yes,No,white,27,86
8078,Yes,No,No,Yes,Under $20k,1,divorced,52,Male,8,8,169.26,76.32,Yes,Yes,Medicaid,No,No,black,23,78
8079,Yes,Yes,No,Yes,$20-$40k,0,single,49,Female,8,10,173,52.96,Yes,No,Covered & Medicaid,No,No,white,24,63.5
8080,Yes,No,No,No,> $80k,1,divorced,63,Male,15,7,155.69,78.73,No,Yes,Medicare,Yes,No,white,36,92
8082,No,No,No,No,Under $20k,1,single,36,Male,11,9,134.36,66.33,No,Yes,Medicaid,No,No,white,14,35.5
8084,Yes,No,No,No,$20-$40k,2,single,55,Female,4,8,73.7,66.58,Yes,Yes,Covered & Medicaid,No,Yes,white,35,71.5
8085,Yes,Yes,No,No,Under $20k,3,married,45,Male,11,9,154.96,75.52,Yes,Yes,Medicaid,Yes,No,white,10,57.5
8090,Yes,Yes,No,No,Under $20k,4,married,51,Female,11,9,164.29,67.36,No,Yes,Medicaid,Yes,No,other,19,79.5
8091,Yes,No,No,No,Under $20k,2,divorced,48,Male,7,6,113.01,67.49,Yes,Yes,Covered & Medicaid,Yes,No,other,30,68
8093,Yes,Yes,Yes,Yes,> $80k,2,single,37,Male,17,12,123.03,76.27,Yes,No,Covered,No,No,other,7,73
8094,Yes,No,No,No,Under $20k,1,single,61,Male,7,11,126.07,65.18,Yes,Yes,Covered & Medicaid,Yes,No,white,39,68.5
8098,No,Yes,No,Yes,Under $20k,0,single,53,Female,11,11,209.15,64.31,No,No,Covered & Medicaid,No,No,white,4,45
8099,No,Yes,No,No,Under $20k,2,single,50,Male,12,12,201.71,63.47,Yes,No,Covered & Medicaid,Yes,No,white,3,37
8100,Yes,Yes,No,No,Under $20k,2,single,36,Male,12,9,147.41,78.73,No,No,Medicaid,Yes,No,black,30,50.5
8104,Yes,No,No,No,Under $20k,1,married,41,Female,11,9,157.12,71.12,No,Yes,Other,Yes,No,black,15,77.5
8105,No,Yes,No,No,Under $20k,1,single,21,Male,12,15,171.85,73.48,No,No,Medicaid,No,No,black,21,52
8107,No,Yes,No,Yes,$20-$40k,1,single,41,Male,9,7,243.99,68.29,No,No,Covered,No,No,white,25,51.5
8108,Yes,No,No,No,Under $20k,2,single,60,Female,12,15,114.99,66.81,Yes,No,Medicaid,No,Yes,white,29,90
8109,No,Yes,No,Yes,$20-$40k,2,married,41,Female,11,8,232.99,53.72,No,Yes,Medicaid,Yes,No,white,27,64
8110,Yes,No,No,Yes,$40-$80k,2,divorced,32,Female,13,6,110.67,56.75,Yes,Yes,Covered,No,No,white,18,76
8111,No,No,No,No,$40-$80k,1,single,39,Male,14,11,189.21,77.13,Yes,No,Covered,No,No,white,11,57
8112,Yes,No,Yes,No,$40-$80k,1,single,26,Male,12,7,133.96,65.08,Yes,Yes,Covered,Yes,No,white,21,78
8113,No,Yes,Yes,Yes,$40-$80k,3,divorced,40,Male,16,8,304.99,61.06,No,No,Medicaid,No,No,white,11,20
8114,No,Yes,No,Yes,Under $20k,1,single,28,Male,12,7,128.7,70.97,Yes,No,Medicaid,No,No,white,13,41
8115,Yes,No,Yes,No,> $80k,2,divorced,36,Male,16,10,134.6,57.68,Yes,No,Covered,No,No,white,34,87
8117,Yes,Yes,No,No,$20-$40k,0,married,50,Male,7,14,167.28,62.67,No,No,Medicaid,Yes,No,white,27,71
8120,No,Yes,Yes,No,$40-$80k,4,married,36,Female,10,8,108.63,62.47,No,Yes,Covered,No,No,other,23,34
8123,Yes,Yes,No,No,$20-$40k,1,single,50,Male,16,13,148.87,63.45,Yes,Yes,Medicaid,Yes,No,white,19,60
8124,Yes,Yes,No,No,Under $20k,1,single,40,Female,9,8,129.32,67.9,Yes,Yes,Covered,No,No,white,17,71.5
8125,No,No,No,Yes,Under $20k,0,single,40,Male,8,8,165.58,56.24,No,Yes,Covered,No,No,white,40,68.5
8126,Yes,No,No,Yes,Under $20k,1,married,22,Male,16,15,155.95,61.06,Yes,Yes,Covered,No,No,white,17,64.5
8127,No,No,No,No,Under $20k,1,single,23,Female,14,11,139.84,55.99,No,No,Covered,No,No,white,24,40.5
8128,Yes,No,Yes,Yes,$40-$80k,2,single,61,Male,12,11,133.49,66.33,Yes,No,Covered,Yes,No,white,36,73.5
8129,No,No,No,Yes,$20-$40k,1,single,44,Female,12,15,111.84,61.38,No,No,Covered,No,No,white,14,36
8130,Yes,No,No,No,Under $20k,5,married,50,Male,11,10,211.22,75.52,No,Yes,Medicaid,No,Yes,white,40,80.5
8131,Yes,No,No,No,Under $20k,1,single,59,Male,14,7,93.75,59.99,No,No,Covered & Medicaid,Yes,No,white,31,73.5
8138,Yes,No,No,Yes,Under $20k,2,single,31,Male,10,10,329.18,56.24,Yes,No,Other,Yes,No,black,40,55.5
8139,Yes,Yes,No,No,Under $20k,2,divorced,45,Female,11,12,100.08,56.75,No,No,Covered,No,No,white,2,45
8143,No,No,No,Yes,Under $20k,1,single,39,Female,5,8,305.13,55.99,Yes,Yes,Medicaid,No,No,black,29,44.5
8145,Yes,Yes,Yes,No,> $80k,2,married,36,Male,14,8,202.59,56.24,No,No,Covered,Yes,No,white,10,65
8146,Yes,No,Yes,No,> $80k,2,single,24,Female,16,17,154.62,54.48,No,No,Covered,No,No,white,32,58
8148,No,Yes,Yes,No,> $80k,0,single,44,Male,16,11,157.11,65.88,Yes,Yes,Covered,Yes,No,white,11,56.5
8150,No,Yes,No,No,$20-$40k,1,married,51,Female,14,10,193.41,67.34,No,No,Covered & Medicaid,Yes,No,white,9,47
8153,No,No,No,No,Under $20k,2,divorced,40,Male,12,11,146.84,63.47,Yes,No,Covered,No,Yes,white,30,67.5
8154,Yes,No,No,No,Under $20k,1,single,56,Male,12,10,152.99,76.32,Yes,No,Medicaid,Yes,No,white,18,51.5
8155,Yes,No,No,Yes,$40-$80k,0,divorced,58,Male,12,10,169.17,68.29,No,Yes,Covered,Yes,No,white,12,82
8156,No,No,No,Yes,Under $20k,0,single,54,Male,10,12,167.02,65.1,Yes,No,Covered & Medicaid,No,No,white,33,58.5
8157,Yes,No,No,No,Under $20k,2,single,27,Female,11,12,132.44,54.48,Yes,No,Covered,No,No,black,26,88.5
8160,Yes,No,No,No,Under $20k,0,single,56,Female,8,11,80.98,68.09,Yes,Yes,Medicaid,No,No,white,22,81
8161,No,No,No,No,Under $20k,0,single,34,Male,9,17,136.62,68.29,No,Yes,Covered,No,No,white,29,41
8166,Yes,Yes,No,No,Under $20k,3,divorced,56,Male,2,8,122.76,69.09,Yes,No,Medicaid,No,No,black,19,74
8167,Yes,No,No,No,Under $20k,3,married,54,Female,8,8,84.4,63.55,No,No,Medicaid,No,No,black,29,90
8170,Yes,Yes,No,No,Under $20k,2,divorced,31,Male,11,8,262.76,69.09,No,Yes,Covered,Yes,No,other,6,63
8171,No,No,No,Yes,Under $20k,1,single,18,Male,11,15,161.77,56.24,Yes,Yes,Medicaid,No,No,white,34,63.5
8172,Yes,No,No,No,$20-$40k,2,married,55,Female,11,9,117.34,53.72,No,No,Covered & Medicaid,Yes,Yes,black,23,71
8175,Yes,No,No,Yes,$20-$40k,0,divorced,29,Female,13,8,125.95,58.67,Yes,Yes,Covered,No,No,white,19,60
8177,Yes,Yes,No,Yes,$40-$80k,1,single,45,Female,12,10,135.43,61.16,No,No,Covered,No,No,white,15,76.5
8179,No,No,No,No,Under $20k,0,single,48,Male,9,9,156.99,66.91,No,No,Medicaid,No,No,white,40,77
8180,Yes,Yes,Yes,No,> $80k,2,divorced,64,Female,17,8,123.31,58.26,Yes,Yes,Medicare,No,No,white,14,60
8181,Yes,Yes,No,No,Under $20k,0,married,48,Male,10,8,157.07,64.27,Yes,Yes,Medicaid,Yes,No,white,6,62.5
8182,Yes,No,No,Yes,Under $20k,0,divorced,57,Male,10,14,78.85,61.14,Yes,No,Medicaid,No,No,white,33,79.5
8183,Yes,No,No,No,Under $20k,1,single,35,Female,12,6,191.89,56.75,Yes,Yes,Medicaid,No,No,black,20,91
8184,Yes,No,No,No,$20-$40k,2,married,24,Male,11,6,290.1,73.11,No,Yes,Medicaid,Yes,No,black,20,78.5
8185,Yes,Yes,No,No,Under $20k,1,single,56,Female,15,11,129.08,65.18,No,Yes,Covered & Medicaid,Yes,No,white,3,61.5
8186,No,No,No,Yes,Under $20k,2,single,64,Male,1,8,120.39,59.99,No,Yes,Medicare,No,No,black,25,40.5
8187,Yes,No,No,Yes,Under $20k,1,single,19,Male,10,8,144.48,59.99,Yes,Yes,Covered,No,No,other,27,69
8189,Yes,No,No,No,Under $20k,4,married,47,Female,8,9,198.48,55.99,Yes,Yes,Medicaid,No,No,white,24,55
8190,No,Yes,No,No,Under $20k,1,single,40,Female,12,13,138.8,63.55,No,No,Medicaid,No,No,white,12,30
8194,Yes,No,No,No,$20-$40k,1,divorced,56,Female,13,8,83.14,52.96,No,Yes,Medicaid,No,No,white,16,70
8196,Yes,No,No,No,Under $20k,2,single,52,Female,10,15,255.76,63.55,No,Yes,Covered & Medicaid,No,No,white,33,71.5
8201,Yes,No,No,Yes,Under $20k,0,single,48,Male,3,10,188.46,78.73,Yes,Yes,Medicaid,No,No,white,38,82.5
8203,Yes,No,No,Yes,Under $20k,1,single,29,Female,14,8,162.06,55.41,No,Yes,Covered,No,No,white,25,62.5
8205,No,No,No,No,$40-$80k,4,married,43,Male,12,17,163.92,67.49,No,No,Covered,No,Yes,white,30,59
8206,Yes,Yes,No,No,Under $20k,5,married,55,Male,11,10,155.22,77.72,No,No,Medicaid,No,No,white,14,64
8207,No,No,No,Yes,$20-$40k,1,single,48,Female,12,8,279.26,65.82,Yes,No,Covered,Yes,No,white,23,45
8212,Yes,Yes,No,No,$20-$40k,3,married,48,Male,15,11,195.75,65.88,No,Yes,Medicaid,Yes,No,black,22,63.5
8215,Yes,No,No,No,Under $20k,2,divorced,57,Female,12,17,218.36,73.39,Yes,Yes,Medicaid,Yes,No,white,12,94.5
8216,Yes,Yes,No,Yes,$40-$80k,2,married,48,Male,11,11,132.27,59.45,No,No,Covered,No,No,white,23,69
8217,No,No,No,No,Under $20k,0,single,36,Female,11,8,88.59,54.86,No,No,Covered,No,No,white,30,59.5
8219,No,No,No,Yes,Under $20k,3,married,53,Female,8,9,141.66,55.99,No,No,Covered & Medicaid,No,No,white,26,50
8222,Yes,Yes,No,Yes,Under $20k,2,single,57,Female,12,9,180.03,58.26,No,Yes,Medicaid,Yes,No,white,29,65.5
8226,Yes,No,No,No,Under $20k,0,single,37,Male,11,15,218.77,56.24,No,Yes,Covered,Yes,No,black,29,82.5
8227,No,No,No,Yes,$40-$80k,1,single,24,Female,16,7,148.88,71.88,Yes,No,Covered,No,No,white,21,48.5
8228,No,Yes,No,No,$20-$40k,0,divorced,48,Male,14,17,224.42,81.14,Yes,Yes,Covered,No,No,white,4,55.5
8231,Yes,No,No,Yes,Under $20k,1,single,64,Female,12,9,120.4,67.36,No,Yes,Medicare,No,No,white,31,71
8232,No,No,No,Yes,Under $20k,5,married,46,Male,8,13,125.39,71.5,Yes,No,Medicaid,No,No,black,12,53.5
8234,Yes,No,No,No,Under $20k,1,single,52,Male,11,10,176.6,73.11,Yes,Yes,Medicaid,No,Yes,white,34,80.5
8237,Yes,Yes,Yes,No,$40-$80k,1,single,35,Male,13,8,167.17,61.75,Yes,Yes,Covered,Yes,No,white,3,66.5
8243,No,Yes,No,No,Under $20k,1,single,50,Male,12,13,188.24,63.47,No,No,Medicaid,Yes,No,white,15,43
8248,No,No,Yes,Yes,> $80k,2,divorced,54,Male,12,17,146.33,66.68,Yes,Yes,Covered,No,Yes,white,37,79
8249,Yes,No,No,Yes,$20-$40k,0,single,53,Male,8,12,128.95,66.68,Yes,Yes,Covered & Medicaid,No,No,white,33,60.5
8252,Yes,No,No,No,$40-$80k,1,single,30,Male,12,14,177.28,74.72,No,No,Covered,No,No,white,13,55
8254,Yes,Yes,No,No,Under $20k,1,single,45,Male,8,8,146.04,65.08,Yes,Yes,Other,Yes,No,black,3,67
8255,No,No,Yes,Yes,> $80k,2,divorced,53,Male,16,8,107.29,66.68,No,Yes,Covered,Yes,No,white,26,40
8256,Yes,Yes,No,Yes,Under $20k,0,divorced,46,Male,11,12,103.4,65.08,Yes,No,Medicaid,No,No,white,25,56.5
8257,Yes,Yes,No,No,Under $20k,1,divorced,42,Female,10,8,162.78,60.84,Yes,No,Covered,Yes,No,white,21,67.5
8258,Yes,No,No,No,Under $20k,0,single,45,Male,8,12,179.7,65.18,Yes,Yes,Covered,No,No,white,15,86
8262,Yes,No,Yes,No,> $80k,0,single,37,Female,17,6,145.32,60.14,Yes,Yes,Covered,No,No,white,33,74
8263,Yes,Yes,No,No,Under $20k,0,single,45,Female,12,8,125.4,62.8,No,No,Covered & Medicaid,Yes,No,white,14,69
8264,No,No,No,No,$20-$40k,1,married,52,Male,12,13,199.15,63.47,No,No,Medicaid,Yes,No,white,25,59.5
8266,No,Yes,No,No,$20-$40k,0,single,18,Female,12,14,128.13,54.32,Yes,No,Other,Yes,No,black,21,56
8271,Yes,No,No,No,Under $20k,2,divorced,18,Male,12,15,181.14,69.09,No,No,Covered,No,No,white,15,81.5
8275,Yes,No,Yes,No,$40-$80k,3,divorced,41,Male,14,8,163.21,59.45,Yes,Yes,Covered,No,No,white,40,67
8276,No,No,No,No,Under $20k,0,single,50,Male,8,11,196.53,62.67,No,Yes,Covered & Medicaid,Yes,No,white,20,63.5
8277,No,Yes,No,No,$40-$80k,1,single,36,Female,11,15,130.54,61.28,Yes,No,Covered,No,Yes,white,24,49
8279,Yes,No,No,Yes,Under $20k,1,married,42,Male,10,9,87.07,59.45,Yes,Yes,Covered,No,No,white,24,75.5
8282,Yes,Yes,Yes,No,$40-$80k,1,divorced,35,Male,14,9,175.16,78.73,Yes,Yes,Covered,No,No,other,18,79
8283,Yes,No,No,Yes,$40-$80k,2,married,24,Female,14,13,127.74,62.8,No,Yes,Covered,No,No,black,23,56.5
8288,No,No,No,No,Under $20k,1,single,61,Female,8,17,179.9,61.92,Yes,No,Covered & Medicaid,No,No,black,26,49
8291,Yes,No,No,No,Under $20k,1,married,61,Female,8,10,128.63,61.28,No,Yes,Medicaid,No,Yes,white,24,64.5
8292,No,Yes,No,Yes,Under $20k,0,divorced,19,Female,12,15,166.93,64.64,No,Yes,Other,No,No,white,15,35.5
8293,No,No,No,Yes,$20-$40k,1,single,23,Female,18,15,145.4,58.26,Yes,No,Covered,No,No,other,26,59
8294,Yes,No,No,No,$20-$40k,2,divorced,25,Female,12,6,115.27,55.99,Yes,Yes,Covered,Yes,No,white,12,82
8295,No,No,No,No,Under $20k,0,single,46,Male,12,10,153.02,58.65,Yes,No,Covered & Medicaid,No,No,white,27,65
8297,Yes,No,No,No,Under $20k,3,married,53,Female,8,10,119.46,56.75,No,No,Medicaid,Yes,No,black,19,63
8298,No,No,No,Yes,$20-$40k,0,single,30,Male,12,15,191.54,65.76,Yes,No,Covered,No,No,white,17,52.5
8300,Yes,No,No,No,$20-$40k,1,divorced,43,Male,8,10,93.07,66.91,Yes,No,Medicaid,Yes,No,white,15,61.5
8302,Yes,No,No,No,Under $20k,2,single,59,Male,6,8,164.23,65.04,Yes,No,Medicaid,No,Yes,white,15,81.5
8304,No,No,No,Yes,$20-$40k,1,single,18,Male,13,7,128.75,71.52,Yes,Yes,Medicaid,No,No,black,36,49.5
8305,Yes,Yes,No,No,Under $20k,0,single,50,Female,10,11,131.49,61.28,Yes,Yes,Covered,No,No,white,18,76
8306,Yes,No,No,Yes,$20-$40k,0,single,60,Male,16,15,103.74,70.95,No,No,Medicaid,Yes,No,white,31,85.5
8307,Yes,No,No,No,$20-$40k,4,married,28,Male,10,8,174.27,77.37,Yes,No,Covered,No,No,black,32,74
8308,No,No,No,Yes,Under $20k,1,single,33,Male,11,11,170.44,65.08,No,No,Covered,No,No,black,33,33
8309,Yes,Yes,No,No,Under $20k,4,married,41,Male,12,10,264.26,57.04,Yes,No,Covered,No,No,white,13,57.5
8310,Yes,No,No,No,$40-$80k,1,single,35,Male,12,12,177.21,60.26,Yes,Yes,Covered,No,No,white,21,71
8311,Yes,Yes,No,Yes,$20-$40k,1,single,50,Male,13,10,179.41,68.75,No,No,Medicaid,Yes,No,white,15,68
8312,No,No,No,No,$20-$40k,1,married,54,Male,14,9,202.67,60.26,No,Yes,Covered & Medicaid,Yes,No,white,14,35.5
8313,No,No,No,No,Under $20k,2,single,62,Female,5,11,115.55,62.04,No,Yes,Covered & Medicare,Yes,No,white,19,60.5
8314,Yes,No,No,No,Under $20k,1,single,29,Male,11,15,150.71,57.84,No,Yes,Medicaid,No,No,black,15,92
8316,No,No,No,No,Under $20k,2,single,48,Male,8,15,184.69,72.1,Yes,No,Covered,Yes,No,white,29,78
8317,Yes,No,No,Yes,$40-$80k,1,divorced,62,Male,12,14,154.37,72.31,No,Yes,Covered & Medicare,No,No,white,37,68
8322,Yes,No,No,Yes,Under $20k,2,divorced,57,Male,11,9,142.21,64.02,Yes,Yes,Medicaid,No,No,white,28,72.5
8323,Yes,No,No,No,Under $20k,1,single,41,Male,12,10,175.21,57.04,No,Yes,Medicaid,No,No,other,33,88.5
8325,Yes,Yes,No,No,Under $20k,3,divorced,39,Male,10,11,179.79,72.31,No,Yes,Medicaid,Yes,No,white,26,72.5
8326,Yes,Yes,No,No,$20-$40k,2,single,56,Female,14,9,111.83,57.04,Yes,Yes,Covered & Medicaid,Yes,No,white,14,70
8327,Yes,Yes,No,No,Under $20k,2,single,56,Female,12,10,142.24,61.28,Yes,Yes,Covered & Medicaid,Yes,No,white,28,52
8329,No,Yes,No,No,Under $20k,0,single,51,Male,9,9,188.58,57.04,Yes,No,Medicaid,No,No,white,27,48.5
8330,No,No,No,No,Under $20k,0,single,37,Male,11,9,180.25,63.47,No,No,Medicaid,No,No,white,30,38
8332,Yes,No,No,No,Under $20k,0,single,52,Female,9,11,91.4,63.01,Yes,Yes,Medicaid,No,Yes,white,32,61.5
8333,Yes,Yes,Yes,No,$40-$80k,1,single,31,Male,12,10,282.5,59.45,Yes,No,Covered,Yes,No,black,8,81
8336,No,No,No,No,Under $20k,0,divorced,44,Male,12,6,238.87,68.29,No,No,Covered,No,No,white,24,56
8337,Yes,Yes,Yes,No,$40-$80k,0,divorced,46,Female,12,8,155.64,64.31,Yes,Yes,Covered,No,No,white,5,58
8338,Yes,No,No,Yes,Under $20k,0,single,47,Male,7,11,149.13,69.79,Yes,Yes,Covered & Medicaid,No,No,white,27,82
8339,Yes,Yes,No,No,Under $20k,1,single,52,Female,12,9,269.46,62.8,Yes,Yes,Medicaid,No,No,white,18,73.5
8342,No,Yes,No,No,Under $20k,1,single,18,Female,11,8,142.03,55.99,No,No,Medicaid,No,No,black,11,54.5
8344,Yes,Yes,No,No,Under $20k,4,married,49,Female,7,11,164.21,54.32,No,No,Medicaid,Yes,Yes,white,27,51.5
8345,No,No,No,Yes,$20-$40k,1,single,43,Male,15,15,185.35,65.08,No,Yes,Other,No,No,other,15,51.5
8347,Yes,Yes,No,No,$20-$40k,4,married,37,Male,8,12,191.96,69.9,Yes,Yes,Covered,No,Yes,white,26,71.5
8349,Yes,Yes,Yes,No,$40-$80k,1,single,45,Male,12,8,199.92,81.14,Yes,Yes,Covered,Yes,No,white,26,59
8353,Yes,Yes,No,No,Under $20k,3,married,53,Female,12,10,141.56,55.41,Yes,Yes,Medicaid,No,No,white,23,53
8354,No,No,No,Yes,Under $20k,1,single,47,Female,12,6,329.84,59.77,Yes,No,Medicaid,No,No,white,21,47
8357,No,No,No,Yes,$20-$40k,2,married,27,Female,12,16,145.49,54.86,Yes,No,Medicaid,No,No,white,30,44.5
8358,Yes,Yes,No,No,Under $20k,0,single,46,Male,12,6,183.17,71.21,Yes,No,Medicaid,Yes,No,white,24,73
8359,Yes,No,Yes,Yes,> $80k,2,divorced,19,Male,19,15,132.92,69.9,Yes,Yes,Covered,No,No,other,20,81.5
8363,Yes,No,No,No,Under $20k,0,single,49,Female,11,12,98.88,65.18,Yes,Yes,Other,No,Yes,white,32,80.5
8364,Yes,No,No,No,Under $20k,2,divorced,43,Female,7,8,110.16,66.81,Yes,Yes,Medicaid,No,No,white,18,86
8365,Yes,No,No,Yes,$20-$40k,1,single,50,Male,14,12,189.21,65.08,Yes,Yes,Medicaid,No,No,white,39,61.5
8367,Yes,Yes,Yes,No,$40-$80k,0,single,37,Female,14,11,127.82,59.01,No,No,Covered,No,No,other,1,50
8368,Yes,No,No,Yes,$20-$40k,1,single,50,Male,14,15,176.35,63.45,No,No,Covered & Medicaid,No,No,white,16,64
8369,Yes,Yes,No,No,$20-$40k,0,single,64,Female,12,8,143.41,68.44,Yes,No,Covered & Medicare,Yes,No,white,1,72.5
8371,Yes,No,Yes,Yes,$40-$80k,2,single,45,Male,14,10,152,57.84,Yes,No,Covered,No,No,white,21,81.5
8373,Yes,No,No,No,Under $20k,1,single,47,Female,11,11,117.14,55.95,Yes,Yes,Covered & Medicaid,No,No,other,11,72
8374,Yes,Yes,No,No,$20-$40k,0,single,49,Male,14,11,181.4,66.68,No,No,Medicaid,No,No,white,26,74.5
8375,Yes,No,No,No,Under $20k,4,married,43,Male,12,7,158,63.47,Yes,Yes,Medicaid,Yes,No,white,13,63.5
8376,Yes,No,Yes,Yes,> $80k,3,divorced,34,Male,15,10,184.91,65.49,Yes,No,Covered,No,Yes,white,33,59.5
8378,No,No,No,Yes,$20-$40k,4,married,60,Female,12,10,132.66,56.49,No,Yes,Covered & Medicaid,No,No,white,29,33
8380,Yes,Yes,No,Yes,Under $20k,4,married,48,Male,9,10,205.2,74.72,Yes,No,Medicaid,Yes,No,white,2,68
8381,Yes,No,No,No,Under $20k,1,single,33,Female,4,8,113.8,58.26,No,Yes,Medicaid,No,No,white,14,75
8382,Yes,Yes,No,No,$40-$80k,4,married,35,Female,10,8,198.03,73.39,No,Yes,Covered,No,No,white,6,48
8383,Yes,No,No,No,Under $20k,1,single,48,Female,8,9,145.12,53.72,No,Yes,Medicaid,Yes,No,white,26,95
8388,Yes,No,No,No,$20-$40k,2,divorced,44,Female,11,9,94.33,54.32,Yes,Yes,Covered,Yes,No,white,25,70
8389,No,No,No,Yes,Under $20k,4,married,46,Female,8,6,193.85,64.31,Yes,Yes,Other,No,No,black,16,38.5
8390,No,No,No,No,Under $20k,0,single,59,Female,14,10,144.71,59.21,Yes,No,Covered & Medicaid,No,No,white,30,49
8391,Yes,Yes,Yes,No,$40-$80k,4,married,37,Female,10,14,150.13,52.96,Yes,Yes,Covered,No,No,white,7,47.5
8392,No,No,No,No,Under $20k,2,married,56,Female,8,8,85.03,58.26,No,No,Medicaid,Yes,No,white,32,43
8394,Yes,No,No,No,$20-$40k,1,divorced,46,Female,15,7,80.29,61.38,Yes,No,Covered & Medicaid,No,Yes,white,13,76.5
8397,Yes,No,No,Yes,Under $20k,1,single,57,Female,12,12,154.98,55.99,Yes,Yes,Medicaid,Yes,No,white,14,62.5
8398,Yes,No,No,No,$20-$40k,0,single,50,Male,8,17,154.77,60.62,Yes,Yes,Covered & Medicaid,Yes,No,white,37,72.5
8400,Yes,Yes,No,No,Under $20k,1,married,52,Male,12,12,181.81,68.29,No,No,Medicaid,No,No,white,24,57
8401,Yes,Yes,No,No,$20-$40k,0,single,47,Male,14,7,176.4,77.17,Yes,Yes,Covered & Medicaid,Yes,No,white,3,59
8403,Yes,No,No,No,Under $20k,4,married,18,Male,14,11,207.6,80.03,No,No,Covered,No,No,other,17,97.5
8404,No,No,No,Yes,$40-$80k,2,single,37,Male,14,14,162.25,69.9,Yes,Yes,Covered,No,Yes,white,14,48
8406,Yes,Yes,No,Yes,Under $20k,3,married,35,Female,9,8,119.82,59.01,No,Yes,Other,No,No,black,9,73.5
8408,Yes,No,No,Yes,$40-$80k,0,divorced,30,Male,9,10,162.27,73.11,Yes,Yes,Covered,No,No,white,25,83.5
8410,Yes,No,No,No,$20-$40k,2,married,50,Female,17,12,181.45,59.01,No,Yes,Covered & Medicaid,No,Yes,white,37,53.5
8411,Yes,No,No,No,Under $20k,2,married,65,Female,10,10,138.68,54.48,No,No,Medicare,No,No,white,17,66
8412,Yes,No,No,No,Under $20k,0,single,33,Male,13,15,98.58,58.83,Yes,Yes,Covered,No,Yes,white,20,82.5
8414,No,Yes,Yes,No,$40-$80k,3,married,38,Male,12,16,243.02,70.7,Yes,No,Covered,Yes,No,white,1,59.5
8421,No,Yes,No,No,Under $20k,1,single,47,Female,8,10,126.96,65.91,Yes,No,Medicaid,No,No,black,9,36.5
8422,Yes,No,Yes,No,> $80k,3,divorced,34,Male,16,8,272.64,69.09,Yes,Yes,Covered,No,No,white,32,55.5
8423,Yes,No,No,Yes,Under $20k,2,divorced,43,Male,12,15,203.13,80.34,Yes,Yes,Covered & Medicaid,No,No,white,20,53.5
8425,Yes,Yes,No,No,Under $20k,1,single,18,Male,13,12,169.87,79.23,Yes,Yes,Covered,Yes,No,white,1,80
8426,Yes,No,No,No,$40-$80k,0,divorced,38,Female,12,8,212.71,65.82,Yes,Yes,Covered,No,No,black,38,73
8429,Yes,No,No,No,Under $20k,2,divorced,56,Male,11,8,137.42,66.33,No,No,Medicaid,No,No,white,37,66.5
8430,Yes,Yes,No,No,Under $20k,1,single,18,Male,11,12,165.96,70.7,No,Yes,Other,No,No,other,12,50.5
8431,Yes,No,No,No,Under $20k,1,divorced,46,Female,11,8,303.9,54.48,Yes,Yes,Medicaid,Yes,No,black,19,67.5
8435,Yes,Yes,Yes,Yes,$40-$80k,1,single,63,Female,18,9,138.86,54.48,No,Yes,Covered & Medicare,No,No,white,3,60
8436,No,No,No,Yes,Under $20k,3,married,26,Female,12,10,329.75,62.8,Yes,No,Medicaid,No,No,white,20,65.5
8437,Yes,Yes,Yes,No,$40-$80k,0,married,48,Female,14,8,191.43,54.48,No,Yes,Covered,Yes,No,white,17,62
8438,Yes,Yes,No,Yes,Under $20k,0,single,35,Female,10,11,182.38,65.82,No,Yes,Medicaid,No,No,white,30,56.5
8439,Yes,No,No,Yes,Under $20k,2,divorced,52,Male,6,7,94.81,64.27,Yes,Yes,Covered & Medicaid,No,No,white,33,52.5
8440,Yes,Yes,No,No,Under $20k,0,single,49,Female,8,14,117.72,57.5,No,Yes,Medicaid,Yes,No,black,30,73
8442,Yes,No,Yes,No,$40-$80k,2,single,58,Female,10,8,114.88,59.21,Yes,Yes,Covered,Yes,No,white,13,92.5
